"소재지(시군구)별(1)","소재지(시군구)별(2)","항목",시점,데이터
"부산광역시","사상구","미집행면적 (㎡)",2017,11972
"부산광역시","사상구","미집행면적 (㎡)",2018,11972
"부산광역시","사상구","미집행면적 (㎡)",2019,11972
"부산광역시","사상구","추정사업비계 (백만원)",2013,4000
"부산광역시","사상구","추정사업비계 (백만원)",2014,4000
"부산광역시","사상구","추정사업비계 (백만원)",2015,4000
"부산광역시","사상구","추정사업비계 (백만원)",2016,4000
"부산광역시","사상구","추정사업비계 (백만원)",2017,4000
"부산광역시","사상구","추정사업비계 (백만원)",2018,4000
"부산광역시","사상구","추정사업비계 (백만원)",2019,4658
"부산광역시","기장군","(부분)미집행결정면적 (㎡)",2013,19768
"부산광역시","기장군","(부분)미집행결정면적 (㎡)",2014,9368
"부산광역시","기장군","(부분)미집행결정면적 (㎡)",2015,9368
"부산광역시","기장군","(부분)미집행결정면적 (㎡)",2016,84587
"부산광역시","기장군","(부분)미집행결정면적 (㎡)",2017,84587
"부산광역시","기장군","(부분)미집행결정면적 (㎡)",2018,81579
"부산광역시","기장군","(부분)미집행결정면적 (㎡)",2019,53768
"부산광역시","기장군","(부분)미집행결정면적 (㎡)",2020,50760
"부산광역시","기장군","(부분)미집행결정면적 (㎡)",2021,50760
"부산광역시","기장군","(부분)미집행결정면적 (㎡)",2022,37080
"부산광역시","기장군","집행면적 (㎡)",2013,0
"부산광역시","기장군","집행면적 (㎡)",2014,0
"부산광역시","기장군","집행면적 (㎡)",2015,0
"부산광역시","기장군","집행면적 (㎡)",2016,0
"부산광역시","기장군","집행면적 (㎡)",2017,0
"부산광역시","기장군","집행면적 (㎡)",2018,0
"부산광역시","기장군","집행면적 (㎡)",2019,0
"부산광역시","기장군","집행면적 (㎡)",2020,0
"부산광역시","기장군","집행면적 (㎡)",2021,0
"부산광역시","기장군","집행비율 (%)",2013,0.00
"부산광역시","기장군","집행비율 (%)",2014,0.00
"부산광역시","기장군","집행비율 (%)",2015,0.00
"부산광역시","기장군","집행비율 (%)",2016,0.00
"부산광역시","기장군","집행비율 (%)",2017,0.00
"부산광역시","기장군","집행비율 (%)",2018,0.00
"부산광역시","기장군","집행비율 (%)",2019,0.00
"부산광역시","기장군","집행비율 (%)",2020,0.00
"부산광역시","기장군","집행비율 (%)",2021,0.00
"부산광역시","기장군","미집행면적 (㎡)",2013,19768
"부산광역시","기장군","미집행면적 (㎡)",2014,9368
"부산광역시","기장군","미집행면적 (㎡)",2015,9368
"부산광역시","기장군","미집행면적 (㎡)",2016,84587
"부산광역시","기장군","미집행면적 (㎡)",2017,84587
"부산광역시","기장군","미집행면적 (㎡)",2018,81579
"부산광역시","기장군","미집행면적 (㎡)",2019,53768
"부산광역시","기장군","미집행면적 (㎡)",2020,50760
"부산광역시","기장군","미집행면적 (㎡)",2021,50760
"부산광역시","기장군","미집행면적 (㎡)",2022,37080
"부산광역시","기장군","추정사업비계 (백만원)",2013,25562
"부산광역시","기장군","추정사업비계 (백만원)",2014,14952
"부산광역시","기장군","추정사업비계 (백만원)",2015,14952
"부산광역시","기장군","추정사업비계 (백만원)",2016,34909
"부산광역시","기장군","추정사업비계 (백만원)",2017,34909
"부산광역시","기장군","추정사업비계 (백만원)",2018,34345
"부산광역시","기장군","추정사업비계 (백만원)",2019,30010
"부산광역시","기장군","추정사업비계 (백만원)",2020,29682
"부산광역시","기장군","추정사업비계 (백만원)",2021,29682
"부산광역시","기장군","추정사업비계 (백만원)",2022,19705
"대구광역시","소계","(부분)미집행결정면적 (㎡)",2013,184911
"대구광역시","소계","(부분)미집행결정면적 (㎡)",2014,186616
"대구광역시","소계","(부분)미집행결정면적 (㎡)",2015,149210
"대구광역시","소계","(부분)미집행결정면적 (㎡)",2016,149210
"대구광역시","소계","(부분)미집행결정면적 (㎡)",2017,129864
"대구광역시","소계","(부분)미집행결정면적 (㎡)",2018,129864
"대구광역시","소계","(부분)미집행결정면적 (㎡)",2019,129864
"대구광역시","소계","(부분)미집행결정면적 (㎡)",2020,137206
"대구광역시","소계","(부분)미집행결정면적 (㎡)",2021,124997
"대구광역시","소계","(부분)미집행결정면적 (㎡)",2022,124997
"대구광역시","소계","집행면적 (㎡)",2013,18743
"대구광역시","소계","집행면적 (㎡)",2014,18743
"대구광역시","소계","집행면적 (㎡)",2015,18743
"대구광역시","소계","집행면적 (㎡)",2016,18743
"대구광역시","소계","집행면적 (㎡)",2017,0
"대구광역시","소계","집행면적 (㎡)",2020,6207
"대구광역시","소계","집행면적 (㎡)",2021,6207
"대구광역시","소계","집행면적 (㎡)",2022,6207
"대구광역시","소계","집행비율 (%)",2013,10.14
"대구광역시","소계","집행비율 (%)",2014,10.04
"대구광역시","소계","집행비율 (%)",2015,12.56
"대구광역시","소계","집행비율 (%)",2016,12.56
"대구광역시","소계","집행비율 (%)",2017,0.00
"대구광역시","소계","집행비율 (%)",2018,0.00
"대구광역시","소계","집행비율 (%)",2019,0.00
"대구광역시","소계","집행비율 (%)",2020,4.52
"대구광역시","소계","집행비율 (%)",2021,4.97
"대구광역시","소계","집행비율 (%)",2022,4.97
"대구광역시","소계","미집행면적 (㎡)",2013,166168
"대구광역시","소계","미집행면적 (㎡)",2014,167873
"대구광역시","소계","미집행면적 (㎡)",2015,130467
"대구광역시","소계","미집행면적 (㎡)",2016,130467
"대구광역시","소계","미집행면적 (㎡)",2017,129864
"대구광역시","소계","미집행면적 (㎡)",2018,129864
"대구광역시","소계","미집행면적 (㎡)",2019,129864
"대구광역시","소계","미집행면적 (㎡)",2020,130999
"대구광역시","소계","미집행면적 (㎡)",2021,118790
"대구광역시","소계","미집행면적 (㎡)",2022,118790
"대구광역시","소계","추정사업비계 (백만원)",2013,360587
"대구광역시","소계","추정사업비계 (백만원)",2014,349223
"대구광역시","소계","추정사업비계 (백만원)",2015,285133
"대구광역시","소계","추정사업비계 (백만원)",2016,331559
"대구광역시","소계","추정사업비계 (백만원)",2017,297989
"대구광역시","소계","추정사업비계 (백만원)",2018,305286
"대구광역시","소계","추정사업비계 (백만원)",2019,297989
"대구광역시","소계","추정사업비계 (백만원)",2020,413069
"대구광역시","소계","추정사업비계 (백만원)",2021,358098
"대구광역시","소계","추정사업비계 (백만원)",2022,285542
"대구광역시","대구광역시","(부분)미집행결정면적 (㎡)",2013,65172
"대구광역시","대구광역시","(부분)미집행결정면적 (㎡)",2014,65172
"대구광역시","대구광역시","(부분)미집행결정면적 (㎡)",2015,65172
"대구광역시","대구광역시","(부분)미집행결정면적 (㎡)",2016,65172
"대구광역시","대구광역시","(부분)미집행결정면적 (㎡)",2017,65172
"대구광역시","대구광역시","(부분)미집행결정면적 (㎡)",2018,65172
"대구광역시","대구광역시","(부분)미집행결정면적 (㎡)",2019,65172
"대구광역시","대구광역시","(부분)미집행결정면적 (㎡)",2020,65172
"대구광역시","대구광역시","(부분)미집행결정면적 (㎡)",2021,65172
"대구광역시","대구광역시","(부분)미집행결정면적 (㎡)",2022,65172
"대구광역시","대구광역시","집행면적 (㎡)",2013,0
"대구광역시","대구광역시","집행면적 (㎡)",2014,0
"대구광역시","대구광역시","집행면적 (㎡)",2015,0
"대구광역시","대구광역시","집행면적 (㎡)",2016,0
"대구광역시","대구광역시","집행면적 (㎡)",2017,0
"대구광역시","대구광역시","집행면적 (㎡)",2018,0
"대구광역시","대구광역시","집행면적 (㎡)",2019,0
"대구광역시","대구광역시","집행면적 (㎡)",2020,0
"대구광역시","대구광역시","집행면적 (㎡)",2021,0
"대구광역시","대구광역시","집행비율 (%)",2013,0.00
"대구광역시","대구광역시","집행비율 (%)",2014,0.00
"대구광역시","대구광역시","집행비율 (%)",2015,0.00
"대구광역시","대구광역시","집행비율 (%)",2016,0.00
"대구광역시","대구광역시","집행비율 (%)",2017,0.00
"대구광역시","대구광역시","집행비율 (%)",2018,0.00
"대구광역시","대구광역시","집행비율 (%)",2019,0.00
"대구광역시","대구광역시","집행비율 (%)",2020,0.00
"대구광역시","대구광역시","집행비율 (%)",2021,0.00
"대구광역시","대구광역시","미집행면적 (㎡)",2013,65172
"대구광역시","대구광역시","미집행면적 (㎡)",2014,65172
"대구광역시","대구광역시","미집행면적 (㎡)",2015,65172
"대구광역시","대구광역시","미집행면적 (㎡)",2016,65172
"대구광역시","대구광역시","미집행면적 (㎡)",2017,65172
"대구광역시","대구광역시","미집행면적 (㎡)",2018,65172
"대구광역시","대구광역시","미집행면적 (㎡)",2019,65172
"대구광역시","대구광역시","미집행면적 (㎡)",2020,65172
"대구광역시","대구광역시","미집행면적 (㎡)",2021,65172
"대구광역시","대구광역시","미집행면적 (㎡)",2022,65172
"대구광역시","대구광역시","추정사업비계 (백만원)",2013,116176
"대구광역시","대구광역시","추정사업비계 (백만원)",2014,100823
"대구광역시","대구광역시","추정사업비계 (백만원)",2015,103776
"대구광역시","대구광역시","추정사업비계 (백만원)",2016,147569
"대구광역시","대구광역시","추정사업비계 (백만원)",2017,114491
"대구광역시","대구광역시","추정사업비계 (백만원)",2018,114491
"대구광역시","대구광역시","추정사업비계 (백만원)",2019,114491
"대구광역시","대구광역시","추정사업비계 (백만원)",2020,114491
"대구광역시","대구광역시","추정사업비계 (백만원)",2021,114491
"대구광역시","대구광역시","추정사업비계 (백만원)",2022,126159
"대구광역시","동구","(부분)미집행결정면적 (㎡)",2013,11444
"대구광역시","동구","(부분)미집행결정면적 (㎡)",2014,11444
"대구광역시","동구","집행면적 (㎡)",2013,0
"대구광역시","동구","집행면적 (㎡)",2014,0
"대구광역시","동구","집행비율 (%)",2013,0.00
"대구광역시","동구","집행비율 (%)",2014,0.00
"대구광역시","동구","미집행면적 (㎡)",2013,11444
"대구광역시","동구","미집행면적 (㎡)",2014,11444
"대구광역시","동구","추정사업비계 (백만원)",2013,53190
"대구광역시","동구","추정사업비계 (백만원)",2014,53190
"대구광역시","서구","(부분)미집행결정면적 (㎡)",2020,7342
"대구광역시","서구","(부분)미집행결정면적 (㎡)",2021,7342
"대구광역시","서구","(부분)미집행결정면적 (㎡)",2022,7342
"대구광역시","서구","집행면적 (㎡)",2020,6207
"대구광역시","서구","집행면적 (㎡)",2021,6207
"대구광역시","서구","집행면적 (㎡)",2022,6207
"대구광역시","서구","집행비율 (%)",2020,84.54
"대구광역시","서구","집행비율 (%)",2021,84.54
"대구광역시","서구","집행비율 (%)",2022,84.54
"대구광역시","서구","미집행면적 (㎡)",2020,1135
"대구광역시","서구","미집행면적 (㎡)",2021,1135
"대구광역시","서구","미집행면적 (㎡)",2022,1135
"대구광역시","서구","추정사업비계 (백만원)",2020,80
"대구광역시","서구","추정사업비계 (백만원)",2021,78
"대구광역시","서구","추정사업비계 (백만원)",2022,78
"대구광역시","북구","(부분)미집행결정면적 (㎡)",2013,27692
"대구광역시","북구","(부분)미집행결정면적 (㎡)",2014,39692
"대구광역시","북구","(부분)미집행결정면적 (㎡)",2015,39692
"대구광역시","북구","(부분)미집행결정면적 (㎡)",2016,39692
"대구광역시","북구","(부분)미집행결정면적 (㎡)",2017,39692
"대구광역시","북구","(부분)미집행결정면적 (㎡)",2018,39692
"대구광역시","북구","(부분)미집행결정면적 (㎡)",2019,39692
"대구광역시","북구","(부분)미집행결정면적 (㎡)",2020,39692
"대구광역시","북구","(부분)미집행결정면적 (㎡)",2021,27692
"대구광역시","북구","(부분)미집행결정면적 (㎡)",2022,27692
"대구광역시","북구","집행면적 (㎡)",2013,0
"대구광역시","북구","집행면적 (㎡)",2014,0
"대구광역시","북구","집행면적 (㎡)",2015,0
"대구광역시","북구","집행면적 (㎡)",2016,0
"대구광역시","북구","집행면적 (㎡)",2017,0
"대구광역시","북구","집행면적 (㎡)",2018,0
"대구광역시","북구","집행면적 (㎡)",2019,0
"대구광역시","북구","집행면적 (㎡)",2020,0
"대구광역시","북구","집행면적 (㎡)",2021,0
