"소재지(시군구)별","교육과정별","시점","시설수[개]","면적[㎡]",
"중랑구","특수학교","2013 년","0","0",
"중랑구","특수학교","2014 년","0","0",
"중랑구","특수학교","2015 년","0","0",
"중랑구","특수학교","2016 년","0","0",
"중랑구","특수학교","2017 년","0","0",
"중랑구","특수학교","2018 년","0","0",
"중랑구","특수학교","2019 년","0","0",
"중랑구","특수학교","2020 년","0","0",
"중랑구","특수학교","2021 년","0","0",
"중랑구","대학(교)","2013 년","1","24509",
"중랑구","대학(교)","2014 년","1","24509",
"중랑구","대학(교)","2015 년","1","24509",
"중랑구","대학(교)","2016 년","1","24509",
"중랑구","대학(교)","2017 년","1","24509",
"중랑구","대학(교)","2018 년","1","24509",
"중랑구","대학(교)","2019 년","1","24509",
"중랑구","대학(교)","2020 년","1","24509",
"중랑구","대학(교)","2021 년","1","24509",
"중랑구","대학(교)","2022 년","1","24509",
"중랑구","각종학교","2013 년","0","0",
"중랑구","각종학교","2014 년","0","0",
"중랑구","각종학교","2015 년","0","0",
"중랑구","각종학교","2016 년","0","0",
"중랑구","각종학교","2017 년","0","0",
"중랑구","각종학교","2018 년","0","0",
"중랑구","각종학교","2019 년","0","0",
"중랑구","각종학교","2020 년","0","0",
"중랑구","각종학교","2021 년","0","0",
"성북구","계","2013 년","57","1897212",
"성북구","계","2014 년","57","1907079",
"성북구","계","2015 년","57","1901232",
"성북구","계","2016 년","57","1901232",
"성북구","계","2017 년","57","1901232",
"성북구","계","2018 년","57","1901232",
"성북구","계","2019 년","57","1901232",
"성북구","계","2020 년","57","1901232",
"성북구","계","2021 년","57","1901232",
"성북구","계","2022 년","57","1901232",
"성북구","유치원","2013 년","0","0",
"성북구","유치원","2014 년","0","0",
"성북구","유치원","2015 년","0","0",
"성북구","유치원","2016 년","0","0",
"성북구","유치원","2017 년","0","0",
"성북구","유치원","2018 년","0","0",
"성북구","유치원","2019 년","0","0",
"성북구","유치원","2020 년","0","0",
"성북구","유치원","2021 년","0","0",
"성북구","초등학교","2013 년","30","336839",
"성북구","초등학교","2014 년","30","344632",
"성북구","초등학교","2015 년","30","338785",
"성북구","초등학교","2016 년","30","338785",
"성북구","초등학교","2017 년","30","338785",
"성북구","초등학교","2018 년","30","338785",
"성북구","초등학교","2019 년","30","338785",
"성북구","초등학교","2020 년","30","338785",
"성북구","초등학교","2021 년","30","338785",
"성북구","초등학교","2022 년","30","338785",
"성북구","중학교","2013 년","8","114544",
"성북구","중학교","2014 년","8","117800",
"성북구","중학교","2015 년","8","117800",
"성북구","중학교","2016 년","8","117800",
"성북구","중학교","2017 년","8","117800",
"성북구","중학교","2018 년","8","117800",
"성북구","중학교","2019 년","8","117800",
"성북구","중학교","2020 년","8","117800",
"성북구","중학교","2021 년","8","117800",
"성북구","중학교","2022 년","8","117800",
"성북구","고등학교","2013 년","11","383618",
"성북구","고등학교","2014 년","11","382245",
"성북구","고등학교","2015 년","11","382245",
"성북구","고등학교","2016 년","11","382245",
"성북구","고등학교","2017 년","11","382245",
"성북구","고등학교","2018 년","11","382245",
"성북구","고등학교","2019 년","11","382245",
"성북구","고등학교","2020 년","11","382245",
"성북구","고등학교","2021 년","11","382245",
"성북구","고등학교","2022 년","11","382245",
"성북구","특수학교","2013 년","1","2733",
"성북구","특수학교","2014 년","1","2731",
"성북구","특수학교","2015 년","1","2731",
"성북구","특수학교","2016 년","1","2731",
"성북구","특수학교","2017 년","1","2731",
"성북구","특수학교","2018 년","1","2731",
"성북구","특수학교","2019 년","1","2731",
"성북구","특수학교","2020 년","1","2731",
"성북구","특수학교","2021 년","1","2731",
"성북구","특수학교","2022 년","1","2731",
"성북구","대학(교)","2013 년","7","1059478",
"성북구","대학(교)","2014 년","7","1059671",
"성북구","대학(교)","2015 년","7","1059671",
"성북구","대학(교)","2016 년","7","1059671",
"성북구","대학(교)","2017 년","7","1059671",
"성북구","대학(교)","2018 년","7","1059671",
"성북구","대학(교)","2019 년","7","1059671",
"성북구","대학(교)","2020 년","7","1059671",
"성북구","대학(교)","2021 년","7","1059671",
"성북구","대학(교)","2022 년","7","1059671",
"성북구","각종학교","2013 년","0","0",
"성북구","각종학교","2014 년","0","0",
"성북구","각종학교","2015 년","0","0",
"성북구","각종학교","2016 년","0","0",
"성북구","각종학교","2017 년","0","0",
"성북구","각종학교","2018 년","0","0",
"성북구","각종학교","2019 년","0","0",
"성북구","각종학교","2020 년","0","0",
"성북구","각종학교","2021 년","0","0",
"강북구","계","2013 년","30","521091",
"강북구","계","2014 년","30","521091",
"강북구","계","2015 년","30","521091",
"강북구","계","2016 년","30","521091",
"강북구","계","2017 년","30","534118",
"강북구","계","2018 년","30","521718",
"강북구","계","2019 년","30","521718",
"강북구","계","2020 년","30","521718",
"강북구","계","2021 년","30","521718",
"강북구","계","2022 년","30","521718",
"강북구","유치원","2013 년","1","1269",
"강북구","유치원","2014 년","1","1269",
"강북구","유치원","2015 년","1","1269",
"강북구","유치원","2016 년","1","1269",
"강북구","유치원","2017 년","1","1269",
"강북구","유치원","2018 년","1","1269",
"강북구","유치원","2019 년","1","1269",
"강북구","유치원","2020 년","1","1269",
"강북구","유치원","2021 년","1","1269",
"강북구","유치원","2022 년","1","1269",
"강북구","초등학교","2013 년","11","138705",
"강북구","초등학교","2014 년","11","138705",
"강북구","초등학교","2015 년","11","138705",
"강북구","초등학교","2016 년","11","138705",
"강북구","초등학교","2017 년","11","138755",
"강북구","초등학교","2018 년","11","138705",
"강북구","초등학교","2019 년","11","138705",
"강북구","초등학교","2020 년","11","138705",
"강북구","초등학교","2021 년","11","138705",
"강북구","초등학교","2022 년","11","138705",
"강북구","중학교","2013 년","8","116086",
"강북구","중학교","2014 년","8","116086",
"강북구","중학교","2015 년","8","116086",
"강북구","중학교","2016 년","8","116086",
"강북구","중학교","2017 년","8","128463",
"강북구","중학교","2018 년","8","116086",
"강북구","중학교","2019 년","8","116086",
"강북구","중학교","2020 년","8","116086",
"강북구","중학교","2021 년","8","116086",
"강북구","중학교","2022 년","8","116086",
"강북구","고등학교","2013 년","7","188464",
"강북구","고등학교","2014 년","7","188464",
"강북구","고등학교","2015 년","7","188464",
"강북구","고등학교","2016 년","7","188464",
"강북구","고등학교","2017 년","7","189064",
"강북구","고등학교","2018 년","7","189064",
"강북구","고등학교","2019 년","7","189064",
"강북구","고등학교","2020 년","7","189064",
"강북구","고등학교","2021 년","7","189064",
"강북구","고등학교","2022 년","7","189064",
"강북구","특수학교","2013 년","1","3405",
"강북구","특수학교","2014 년","1","3405",
"강북구","특수학교","2015 년","1","3405",
"강북구","특수학교","2016 년","1","3405",
"강북구","특수학교","2017 년","1","3405",
"강북구","특수학교","2018 년","1","3405",
"강북구","특수학교","2019 년","1","3405",
"강북구","특수학교","2020 년","1","3405",
"강북구","특수학교","2021 년","1","3405",
"강북구","특수학교","2022 년","1","3405",
"강북구","대학(교)","2013 년","2","73162",
"강북구","대학(교)","2014 년","2","73162",
"강북구","대학(교)","2015 년","2","73162",
"강북구","대학(교)","2016 년","2","73162",
"강북구","대학(교)","2017 년","2","73162",
"강북구","대학(교)","2018 년","2","73189",
"강북구","대학(교)","2019 년","2","73189",
"강북구","대학(교)","2020 년","2","73189",
"강북구","대학(교)","2021 년","2","73189",
"강북구","대학(교)","2022 년","2","73189",
"강북구","각종학교","2013 년","0","0",
"강북구","각종학교","2014 년","0","0",
"강북구","각종학교","2015 년","0","0",
"강북구","각종학교","2016 년","0","0",
"강북구","각종학교","2017 년","0","0",
"강북구","각종학교","2018 년","0","0",
"강북구","각종학교","2019 년","0","0",
"강북구","각종학교","2020 년","0","0",
"강북구","각종학교","2021 년","0","0",
"도봉구","계","2013 년","45","930291",
"도봉구","계","2014 년","45","930291",
"도봉구","계","2015 년","45","930291",
"도봉구","계","2016 년","44","908711",
"도봉구","계","2017 년","44","908711",
"도봉구","계","2018 년","44","908711",
"도봉구","계","2019 년","44","908711",
"도봉구","계","2020 년","44","908711",
"도봉구","계","2021 년","42","851527",
"도봉구","계","2022 년","42","846206",
"도봉구","유치원","2013 년","0","0",
"도봉구","유치원","2014 년","0","0",
"도봉구","유치원","2015 년","0","0",
"도봉구","유치원","2016 년","0","0",
"도봉구","유치원","2017 년","0","0",
"도봉구","유치원","2018 년","0","0",
"도봉구","유치원","2019 년","0","0",
"도봉구","유치원","2020 년","0","0",
"도봉구","유치원","2021 년","0","0",
"도봉구","초등학교","2013 년","24","347416",
"도봉구","초등학교","2014 년","24","347416",
"도봉구","초등학교","2015 년","24","347416",
"도봉구","초등학교","2016 년","23","325836",
"도봉구","초등학교","2017 년","23","325836",
"도봉구","초등학교","2018 년","23","325836",
"도봉구","초등학교","2019 년","23","325836",
"도봉구","초등학교","2020 년","23","325836",
"도봉구","초등학교","2021 년","23","336116",
"도봉구","초등학교","2022 년","23","336116",
"도봉구","중학교","2013 년","10","144520",
"도봉구","중학교","2014 년","10","144520",
"도봉구","중학교","2015 년","10","144520",
"도봉구","중학교","2016 년","10","144520",
"도봉구","중학교","2017 년","10","144520",
"도봉구","중학교","2018 년","10","144520",
"도봉구","중학교","2019 년","10","144520",
"도봉구","중학교","2020 년","10","144520",
"도봉구","중학교","2021 년","10","143999",
"도봉구","중학교","2022 년","10","138678",
"도봉구","고등학교","2013 년","9","194066",
"도봉구","고등학교","2014 년","9","194066",
"도봉구","고등학교","2015 년","9","194066",
"도봉구","고등학교","2016 년","9","194066",
"도봉구","고등학교","2017 년","9","194066",
